"","source","Organization/Person Name","Organization/Person Name URL","Investor Type","Number of Investments","Number of Exits","Location","Description","Investment Stage","Number of Portfolio Organizations","Number of Partner Investments","Number of Lead Investments","Number of Diversity Investments","Number of Exits (IPO)","Accelerator Program Type","Accelerator Next Application Deadline","Accelerator Duration (in weeks)","Trend Score (90 Days)","Trend Score (30 Days)","Trend Score (7 Days)","CB Rank (Investor)","SEMrush - Monthly Visits","SEMrush - Average Visits (6 months)","SEMrush - Monthly Visits Growth","SEMrush - Visit Duration","SEMrush - Visit Duration Growth","SEMrush - Page Views / Visit","SEMrush - Page Views / Visit Growth","SEMrush - Bounce Rate","SEMrush - Bounce Rate Growth","Apptopia - Number of Apps","Apptopia - Downloads Last 30 Days","BuiltWith - Active Tech Count","G2 Stack - Total Products Active","IPqwery - Patents Granted","IPqwery - Trademarks Registered","IPqwery - Most Popular Patent Class","IPqwery - Most Popular Trademark Class","Aberdeen - IT Spend","Aberdeen - IT Spend Currency","Aberdeen - IT Spend Currency (in USD)"
"3278","INVESTORS/investors-2021-11-26 (4).csv","All Blue Capital","https://www.crunchbase.com/organization/all-blue-capital","Private Equity Firm, Venture Capital",28,22,"New York, New York, United States","AB Capital is an international investment firm that has global scale, local expertise and an entrepreneurial approach.","Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market",28,NA,NA,1,22,NA,NA,NA,0.1,0.7,0.3,13756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA
"3279","INVESTORS/investors-2021-11-26 (4).csv","SchindlerAM Ventures","https://www.crunchbase.com/organization/schindleram-ventures","Private Equity Firm, Venture Capital",28,11,"Zürich, Zurich, Switzerland","Venture Capital and Private Equity firm","Early Stage Venture, Late Stage Venture, Private Equity, Secondary Market, Seed, Venture",28,NA,NA,1,11,NA,NA,NA,-0.2,-0.1,0,16302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"3280","INVESTORS/investors-2021-11-26 (4).csv","Synergo Capital","https://www.crunchbase.com/organization/synergo","Private Equity Firm, Venture Capital",28,9,"Milan, Lombardia, Italy","Synergo Capital is an independent asset management company focused on private equity and venture capital with offices in Milan and New York.","Private Equity, Venture",28,NA,26,NA,9,NA,NA,NA,0.6,-0.1,0,18193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"3281","INVESTORS/investors-2021-11-26 (4).csv","BayTech Venture Capital","https://www.crunchbase.com/organization/baytech-venture-capital","Venture Capital",28,10,"München, Bayern, Germany","BayTech Venture Capital is a European Venture Capital firm.","Early Stage Venture, Late Stage Venture",17,NA,9,NA,10,NA,NA,NA,2.5,2.8,0.3,21931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
"3282","INVESTORS/investors-2021-11-26 (4).csv","Nimes Capital","https://www.crunchbase.com/organization/nimes-capital","Venture Capital",28,10,"Los Angeles, California, United States","Nimes Capital provides strategic guidance and operational expertise to a firms in the clean technology and hospitality industries.","Early Stage Venture",16,NA,6,NA,10,NA,NA,NA,2.6,0.7,1.2,22093,1370,NA,"127.57%",0,NA,1,"0%","100%","0%",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"3283","INVESTORS/investors-2021-11-26 (4).csv","Columbus Nova Technology Partners","https://www.crunchbase.com/organization/columbus-nova-technology-partners","Venture Capital",28,11,"Menlo Park, California, United States","Columbus Nova Technology Partners is a global, multi-stage technology investment firm based in Silicon Valley and New York.","Early Stage Venture, Late Stage Venture, Seed",20,NA,6,5,11,NA,NA,NA,-0.2,0,0,23283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3284","INVESTORS/investors-2021-11-26 (4).csv","Gold Hill Capital","https://www.crunchbase.com/organization/gold-hill-capital","Private Equity Firm, Venture Capital",28,14,"San Jose, California, United States","Gold Hill Capital focuses on providing capital to successful companies within the technology and life science industries","Debt, Early Stage Venture, Late Stage Venture, Seed",24,NA,1,NA,14,NA,NA,NA,-0.1,-0.1,0.2,25214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3285","INVESTORS/investors-2021-11-26 (4).csv","GeneChem","https://www.crunchbase.com/organization/genechem","Venture Capital",28,13,"Montréal, Quebec, Canada","GeneChem fund and the changing landscape of the genomics industry, the principals set out to raise their second focused fund, GeneChem",NA,21,NA,2,NA,13,NA,NA,NA,2.3,-0.4,0,26836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,277585,"USD",277585
"3286","INVESTORS/investors-2021-11-26 (4).csv","SeaPoint Ventures","https://www.crunchbase.com/organization/seapoint-ventures","Venture Capital",28,9,"Seattle, Washington, United States","SeaPoint Ventures is a venture capital firm investing in communications companies in the wireless, broadband and network transactional","Early Stage Venture, Late Stage Venture",14,NA,2,NA,9,NA,NA,NA,-0.1,0,0,35814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"3287","INVESTORS/investors-2021-11-26 (4).csv","Quest for Growth","https://www.crunchbase.com/organization/quest-for-growth","Venture Capital",28,13,"Leuven, Vlaams-Brabant, Belgium","Quest for Growth (QGPLF) is an Internet company located in 19 Lei, Leuven, Flanders, Belgium.","Early Stage Venture, Late Stage Venture",23,NA,NA,NA,13,NA,NA,NA,-0.2,-0.4,0.8,38303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,13,NA,NA,NA,NA,NA,NA,NA
"3288","INVESTORS/investors-2021-11-26 (4).csv","Dolphin Equity Partners","https://www.crunchbase.com/organization/dolphin-equity-partners","Venture Capital",28,14,"New York, New York, United States","Dolphin Equity Partners invests in emerging media and marketing services, enterprise services, technology and communications companies.","Early Stage Venture, Late Stage Venture",15,NA,9,2,14,NA,NA,NA,-0.3,-0.4,0.1,40623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"3289","INVESTORS/investors-2021-11-26 (4).csv","PSP Investments","https://www.crunchbase.com/organization/pspinvestments","Venture Capital",27,11,"Ottawa, Ontario, Canada","PSP Investments is one of Canada’s largest pension investment managers.",NA,24,NA,9,1,11,NA,NA,NA,-0.6,-0.3,0,9228,16052,28655.17,"11.51%",429,"4,190%",1.93,"19.56%","53.72%","-18.77%",NA,NA,37,NA,0,8,NA,"Insurance; financial affairs",NA,NA,NA
"3290","INVESTORS/investors-2021-11-26 (4).csv","@Ventures","https://www.crunchbase.com/organization/ventures","Venture Capital",27,10,"Waltham, Massachusetts, United States","@Ventures is a Massachusetts-based company that provides venture capital and growth resources to early-stage clean technology companies.","Early Stage Venture, Late Stage Venture",24,NA,9,1,10,NA,NA,NA,-0.2,0,0,9283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"3291","INVESTORS/investors-2021-11-26 (4).csv","Phenomen","https://www.crunchbase.com/organization/phenomen-ventures-fund","Venture Capital",27,10,"London, England, United Kingdom","Phenomen is a venture capital investment firm.","Early Stage Venture, Late Stage Venture, Private Equity",20,NA,6,3,10,NA,NA,NA,-0.5,-0.1,0.5,10596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"3292","INVESTORS/investors-2021-11-26 (4).csv","Oxeon Partners","https://www.crunchbase.com/organization/oxeon-partners","Venture Capital",27,11,"New York, New York, United States","Oxeon connects healthcare company partners with the fundamental drivers of business growth.","Early Stage Venture, Late Stage Venture, Seed",26,NA,1,10,11,NA,NA,NA,-2,-0.1,0,11318,2379,NA,NA,189,NA,4.67,NA,"33.33%",NA,NA,NA,30,NA,NA,NA,NA,NA,22897,"USD",22897
"3293","INVESTORS/investors-2021-11-26 (4).csv","Infocomm Investments","https://www.crunchbase.com/organization/infocomm-investments","Venture Capital",27,12,"Singapore, Central Region, Singapore","Infocomm Investments aims to enhance the technology depth and diversity of Singapore's tech building community.","Early Stage Venture, Late Stage Venture",23,NA,2,NA,12,NA,NA,NA,-0.1,0,0.1,25444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
"3294","INVESTORS/investors-2021-11-26 (4).csv","co.lab","https://www.crunchbase.com/organization/co-lab-2","Accelerator",27,9,"San Francisco, California, United States","co.lab is an accelerator that works with startups leveraging the power of digital games to build transformative educational technologies.","Early Stage Venture, Seed",27,NA,NA,14,9,NA,NA,NA,-0.1,-0.1,-0.1,37838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"3295","INVESTORS/investors-2021-11-26 (4).csv","Raison Asset Management","https://www.crunchbase.com/organization/element-global-technologies-private-portfolio","Hedge Fund, Private Equity Firm, Venture Capital",26,9,"Tallinn, Harjumaa, Estonia","US SEC regulated registered investment adviser","Late Stage Venture, Post-Ipo, Private Equity, Secondary Market",22,NA,1,4,9,NA,NA,NA,-1.9,5.3,4.8,3484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA
"3296","INVESTORS/investors-2021-11-26 (4).csv","Biogen Idec","https://www.crunchbase.com/organization/biogen-idec","Venture Capital",26,15,"Weston, Massachusetts, United States","Biogen Idec is an American biotechnology company that provides therapeutics for neurological, autoimmune, and rare diseases.","Early Stage Venture, Late Stage Venture",25,NA,8,3,15,NA,NA,NA,-0.1,-0.1,-0.1,8722,334067,329903,"2.96%",885,"-34.35%",2.84,"-18.58%","47.53%","19.96%",1,NA,91,37,NA,NA,NA,NA,2919763,"USD",2919763
"3297","INVESTORS/investors-2021-11-26 (4).csv","ORIX Group","https://www.crunchbase.com/organization/orix-group","Venture Capital",26,12,"Tokyo, Tokyo, Japan","ORIX is a dynamic and diversified enterprise offering a broad range of services.","Early Stage Venture",24,NA,11,2,12,NA,NA,NA,0,-0.1,0,12339,622760,983107.67,"-2.01%",434,"-11.61%",3.78,"37.93%","63.89%","-7.86%",NA,NA,73,5,72,10,"Organic Macromolecular Compounds; Their Preparation Or Chemical Working-Up","Insurance; financial affairs",NA,NA,NA
"3298","INVESTORS/investors-2021-11-26 (4).csv","Jennison Associates","https://www.crunchbase.com/organization/jennison-associates","Investment Bank, Venture Capital",26,25,"New York, New York, United States","Jennison Associates has earned a reputation for excellence by fulfilling client investment needs since its founding in 1969.","Late Stage Venture, Private Equity",25,NA,NA,3,25,NA,NA,NA,-1.4,0.2,0.3,12378,4327,3736.83,"156.34%",0,"-86.2%",1,"-76.39%","100%","422.47%",NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA
"3299","INVESTORS/investors-2021-11-26 (4).csv","Wexford Capital","https://www.crunchbase.com/organization/wexford-capital","Investment Bank, Venture Capital",26,10,"Greenwich, Connecticut, United States","Wexford Capital is an investment advisor which boasts $6.5 billion of assets under management.","Early Stage Venture, Late Stage Venture, Private Equity",23,NA,9,3,10,NA,NA,NA,0.3,0,0.3,14408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,2,NA,"Insurance; financial affairs",8825221,"USD",8825221
"3300","INVESTORS/investors-2021-11-26 (4).csv","Ingleside Investors","https://www.crunchbase.com/organization/ingleside-investors","Micro VC, Venture Capital",26,9,"New York, New York, United States","Ingleside Investors (also known as A.C. Israel Enterprises, Inc.) is an integrated investment firm that primarily represents the interests","Late Stage Venture",23,NA,1,4,9,NA,NA,NA,3.2,-0.4,0,17359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,158341,"USD",158341
"3301","INVESTORS/investors-2021-11-26 (4).csv","Capital Z Partners","https://www.crunchbase.com/organization/capital-z-partners","Venture Capital",26,13,"New York, New York, United States","Capital Z Partnersdevelops a reputation for executing creative and innovative transactions, and for partnering.",NA,24,NA,16,NA,13,NA,NA,NA,-1.4,0.4,0.1,17583,261,NA,NA,0,NA,1,NA,"100%",NA,NA,NA,8,NA,NA,NA,NA,NA,7924,"USD",7924
"3302","INVESTORS/investors-2021-11-26 (4).csv","Guotai Junan Securities","https://www.crunchbase.com/organization/guotai-junan-securities","Venture Capital",26,15,"Shanghai, Shanghai, China","Guotai Junan Securities is a company that specializes in investment management services.",NA,25,NA,3,NA,15,NA,NA,NA,-0.8,-0.2,-0.1,18762,24666,35443.33,"-5.24%",60,"-86.98%",1.78,"-12.66%","58.09%","-6.28%",15,NA,34,NA,0,0,NA,"Scientific and electric apparatus and instruments",NA,NA,NA
"3303","INVESTORS/investors-2021-11-26 (4).csv","Vodafone Ventures","https://www.crunchbase.com/organization/vodafone-ventures","Incubator",26,12,"Redwood City, California, United States","Vodafone Ventures firm specializes in investments in seed/start up, early stage, and mid stage in wireless and Internet sectors.","Early Stage Venture, Late Stage Venture, Seed",19,NA,3,2,12,NA,NA,NA,-0.1,-0.1,0.1,20778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"3304","INVESTORS/investors-2021-11-26 (4).csv","Finaventures","https://www.crunchbase.com/organization/finaventures","Venture Capital",26,10,"Redwood City, California, United States","Founded in 1999, Finaventures focuses on early- to mid-stage and growth equity technology companies in California and the Southwest.","Early Stage Venture, Late Stage Venture",20,NA,8,NA,10,NA,NA,NA,-1,-0.2,-0.1,26913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"3305","INVESTORS/investors-2021-11-26 (4).csv","Cambrian Ventures","https://www.crunchbase.com/organization/cambrian-ventures","Venture Capital",26,9,"Livermore, California, United States","Cambrian Ventures is a technology research and venture capital firm. They target disruptive technologies/applications and typically get","Early Stage Venture, Late Stage Venture, Seed",18,NA,2,2,9,NA,NA,NA,-0.2,-0.1,0,31131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
"3306","INVESTORS/investors-2021-11-26 (4).csv","ORIX Ventures","https://www.crunchbase.com/organization/orix-ventures","Venture Capital",26,19,"Hartford, Connecticut, United States","ORIX Ventures specialize in designing personalized financing solutions that reward your hard work and position you for future success.","Debt, Early Stage Venture, Late Stage Venture",25,NA,6,2,19,NA,NA,NA,-0.4,-0.2,-0.1,34454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3307","INVESTORS/investors-2021-11-26 (4).csv","Smac Partners","https://www.crunchbase.com/organization/smac-partners","Private Equity Firm, Venture Capital",26,15,"Unterhaching, Bayern, Germany","Smac Partners focused on early-stage ICT technologies and services of start-ups.","Early Stage Venture, Late Stage Venture, Private Equity, Venture",22,NA,4,1,15,NA,NA,NA,-0.3,0.3,0,45300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"3308","INVESTORS/investors-2021-11-26 (4).csv","Arix Bioscience","https://www.crunchbase.com/organization/arix-bioscience","Venture Capital",25,10,"London, England, United Kingdom","Arix Bioscience is a healthcare and life science company.",NA,17,NA,12,2,10,NA,NA,NA,-1.6,-0.4,0.1,3074,2932,NA,NA,0,NA,1,NA,"100%",NA,NA,NA,27,15,NA,NA,NA,NA,3477,"USD",3477
"3309","INVESTORS/investors-2021-11-26 (4).csv","Avidity Partners","https://www.crunchbase.com/organization/avidity-partners","Venture Capital",25,13,NA,"Avidity Partners is an investment management firm that offers financial services.",NA,24,NA,1,3,13,NA,NA,NA,-1.5,2.4,-0.1,6605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3310","INVESTORS/investors-2021-11-26 (4).csv","Ridgeback Capital","https://www.crunchbase.com/organization/ridgeback-capital","Family Investment Office, Private Equity Firm, Venture Capital",25,15,"New York, New York, United States","Ridgeback Capital is a private investment company that is focused on investing in life science companies.","Convertible Note, Early Stage Venture, Late Stage Venture, Post-Ipo, Secondary Market, Seed",23,NA,5,4,15,NA,NA,NA,-0.1,0.8,-0.2,8653,3576,NA,NA,0,NA,1,NA,"100%",NA,NA,NA,2,NA,NA,NA,NA,NA,20780,"USD",20780
"3311","INVESTORS/investors-2021-11-26 (4).csv","Passport Capital","https://www.crunchbase.com/organization/passport-capital","Venture Capital",25,11,"San Francisco, California, United States","Passport Capital LLC is a San Francisco based, global investment firm founded by John H. Burbank III in 2000.","Early Stage Venture, Late Stage Venture",19,NA,9,6,11,NA,NA,NA,1.6,0.3,0.7,9227,1553,NA,"362.2%",0,NA,1,"-62.33%","100%","479.37%",NA,NA,11,NA,NA,NA,NA,NA,491480,"USD",491480
"3312","INVESTORS/investors-2021-11-26 (4).csv","Counterview Capital","https://www.crunchbase.com/organization/bds-venture-fund","Venture Capital",25,9,"New York, New York, United States","Counterview Capital is a seed-stage venture capital firm.","Early Stage Venture, Seed",19,NA,2,2,9,NA,NA,NA,3.3,-0.5,-0.1,9368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"3313","INVESTORS/investors-2021-11-26 (4).csv","Ant Capital Partners","https://www.crunchbase.com/organization/ant-capital-ltd","Venture Capital",25,9,"Tokyo, Tokyo, Japan","Ant Capital Partners is a private equity and venture capital firm that focuses on investing in small and middle-market Japanese companies.","Early Stage Venture",24,NA,13,1,9,NA,NA,NA,3.5,-0.6,-0.2,9778,7857,NA,NA,0,NA,1,NA,"100%",NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
"3314","INVESTORS/investors-2021-11-26 (4).csv","Sherbrooke Capital","https://www.crunchbase.com/organization/sherbrooke-capital","Venture Capital",25,13,"Newton, Massachusetts, United States","Sherbrooke Capital invests in the health and wellness industry and is a Massachusetts-based venture capital firm.","Early Stage Venture, Late Stage Venture, Private Equity",19,NA,7,3,13,NA,NA,NA,1,1,0.2,18915,833,NA,"-25.02%",103,"-72.16%",9,"-29.88%","0%",NA,NA,NA,30,NA,NA,NA,NA,NA,3043,"USD",3043
"3315","INVESTORS/investors-2021-11-26 (4).csv","BioMed Ventures","https://www.crunchbase.com/organization/biomed-ventures","Venture Capital",25,12,"San Diego, California, United States","BioMed Ventures is an investment company based in the United States.","Debt, Late Stage Venture",19,NA,1,4,12,NA,NA,NA,1.2,-0.9,-0.2,19416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA
"3316","INVESTORS/investors-2021-11-26 (4).csv","Excalibur Fund Managers","https://www.crunchbase.com/organization/excalibur-fund-managers","Venture Capital",25,11,"London, England, United Kingdom","Excalibur Fund Managers is a venture capital firm specializing in early, mid, and late stage investments.","Early Stage Venture, Late Stage Venture",17,NA,12,NA,11,NA,NA,NA,2.1,0,0.1,20721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"3317","INVESTORS/investors-2021-11-26 (4).csv","Benaroya Capital","https://www.crunchbase.com/organization/benaroya-capital","Venture Capital",25,11,"Bellevue, Washington, United States","Benaroya Capital is a full-service real estate company that acquires, develops, and manages properties in prime Pacific Northwest locations.","Early Stage Venture, Late Stage Venture, Seed",16,NA,4,1,11,NA,NA,NA,1.2,1.6,0.5,23059,2368,NA,"204.76%",0,"70.59%",1,"-50%","100%",NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
"3318","INVESTORS/investors-2021-11-26 (4).csv","NTT Finance","https://www.crunchbase.com/organization/ntt-finance","Investment Bank, Venture Capital, Venture Debt",25,10,"Tokyo, Tokyo, Japan","NTT Finance, a Tokyo-based international leasing and finance company, operates through leasing, loans, venture capital, and other segments.","Debt, Early Stage Venture, Late Stage Venture",21,NA,6,NA,10,NA,NA,NA,-0.1,-0.1,0,23718,262903,384755.33,"-10.76%",307,"10.43%",4.73,"0.04%","33.81%","15.35%",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"3319","INVESTORS/investors-2021-11-26 (4).csv","WGI Group","https://www.crunchbase.com/organization/wgi-group","Venture Capital",25,12,"Madrid, Madrid, Spain","WGI Group specializes in providing early-stage capital to high-growth internet entrepreneurs.","Early Stage Venture, Late Stage Venture, Seed",23,NA,1,4,12,NA,NA,NA,-0.1,0,0,28650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3320","INVESTORS/investors-2021-11-26 (4).csv","i-Hatch Ventures","https://www.crunchbase.com/organization/i-hatch-ventures","Venture Capital",25,12,"New York, New York, United States","i-Hatch Ventures was formed in February of 1999 to provide experienced capital to early-stage technology ventures, primarily in the mobile","Early Stage Venture, Late Stage Venture",15,NA,3,4,12,NA,NA,NA,-0.2,0.2,0.2,31950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
